,TF-IDF
хвала ты,0.017673182767637758
слышать слышать,0.017673182767637758
царский село,0.017673182767637758
это один,0.017673182767637758
незнакомый поселок,0.017673182767637758
ах это,0.017673182767637758
это женщина,0.017673182767637758
это большой,0.017673182767637758
забывать забывать,0.017673182767637758
смерть смерть,0.017673182767637758
слегка погибать,0.017673182767637758
идти вперед,0.017673182767637758
прилетать скворец,0.017673182767637758
прилетать крыло,0.017673182767637758
край высокий,0.017673182767637758
тот день,0.017673182767637758
рука рука,0.017673182767637758
поселок безымянный,0.017673182767637758
проходить год,0.017673182767637758
земля беречь,0.017673182767637758
погибать издалека,0.017673182767637758
море вдаль,0.017673182767637758
сон вспоминать,0.017673182767637758
милый звонкий,0.017673182767637758
агент ина,0.017673182767637758
белый снег,0.017673182767637758
море мой,0.017673182767637758
выходить дорога,0.017673182767637758
мой товарищ,0.017673182767637758
сочувствовать слегка,0.017673182767637758
лежать спина,0.017673182767637758
никак мочь,0.017673182767637758
спина загипсовать,0.017673182767637758
жизнь твой,0.017673182767637758
небо земля,0.017673182767637758
мой жизнь,0.017673182767637758
береза это,0.017673182767637758
мой душа,0.017673182767637758
глядеть фронт,0.017673182767637758
родной край,0.017673182767637758
лететь лететь,0.017673182767637758
беречь земля,0.017673182767637758
звонкий соловей,0.017673182767637758
витя гофман,0.017673182767637758
лететь голубь,0.017673182767637758
это позабываться,0.013254887075728318
сиреневый туман,0.013254887075728318
бледный тень,0.013254887075728318
книга мой,0.013254887075728318
плыть облако,0.013254887075728318
иной планета,0.013254887075728318
надежный верный,0.013254887075728318
помнить помнить,0.013254887075728318
солдат идти,0.013254887075728318
давно ль,0.013254887075728318
наглядеться никак,0.013254887075728318
стена сквозь,0.013254887075728318
гофман убивать,0.013254887075728318
это время,0.013254887075728318
сверху вниз,0.013254887075728318
пусть лететь,0.013254887075728318
вино песня,0.013254887075728318
синий мир,0.013254887075728318
белесый небо,0.013254887075728318
взгляд мой,0.013254887075728318
это знать,0.013254887075728318
враг свой,0.013254887075728318
забывать свой,0.013254887075728318
это небо,0.013254887075728318
город судьба,0.013254887075728318
стирать ночь,0.013254887075728318
хватить сила,0.013254887075728318
мой глаз,0.013254887075728318
плыть море,0.013254887075728318
любить мочь,0.013254887075728318
понимать мочь,0.013254887075728318
мой сын,0.013254887075728318
берег плескаться,0.013254887075728318
вагонный наглядеться,0.013254887075728318
друг любить,0.013254887075728318
мой сон,0.013254887075728318
любить надежный,0.013254887075728318
сердце любовь,0.013254887075728318
палисад темноглазый,0.013254887075728318
ночь напролет,0.013254887075728318
соловей мы,0.013254887075728318
взять себя,0.013254887075728318
плечо ложиться,0.013254887075728318
жизнь другой,0.013254887075728318
окошко вагонный,0.013254887075728318
день все,0.013254887075728318
берег твой,0.013254887075728318
этот жизнь,0.013254887075728318
любовь говорить,0.013254887075728318
путь назад,0.013254887075728318
видеть это,0.013254887075728318
рука мой,0.013254887075728318
мой губа,0.013254887075728318
это страсть,0.013254887075728318
все давать,0.013254887075728318
имя отец,0.013254887075728318
мой дверь,0.013254887075728318
дрожать земля,0.013254887075728318
все свет,0.013254887075728318
дрожать небо,0.013254887075728318
ходить край,0.013254887075728318
тень твой,0.013254887075728318
день ночь,0.013254887075728318
слово лишь,0.013254887075728318
все помнить,0.013254887075728318
любить пудель,0.013254887075728318
крейсер аврора,0.013254887075728318
уходить туман,0.013254887075728318
сердечный рана,0.013254887075728318
жизнь проходить,0.013254887075728318
звезда мерцать,0.013254887075728318
мертвый поле,0.013254887075728318
русский язык,0.013254887075728318
жена ребенок,0.013254887075728318
подмосковный вечер,0.013254887075728318
жаль ты,0.013254887075728318
каждый час,0.013254887075728318
жить ты,0.013254887075728318
проходить век,0.013254887075728318
каждый свой,0.013254887075728318
мост река,0.013254887075728318
мимо мимо,0.013254887075728318
каждый миг,0.013254887075728318
новый время,0.013254887075728318
верный человек,0.013254887075728318
петь солдат,0.013254887075728318
ветер поле,0.013254887075728318
позабывать друг,0.013254887075728318
снизу вверх,0.013254887075728318
самый синий,0.013254887075728318
каменный зеркало,0.013254887075728318
жить жить,0.013254887075728318
мечтать любить,0.013254887075728318
весь жизнь,0.013254887075728318
жить душа,0.013254887075728318
давать ты,0.013254887075728318
мечта мой,0.013254887075728318
сей пора,0.013254887075728318
женщина мечтать,0.013254887075728318
сам себя,0.013254887075728318
чудный взор,0.013254887075728318
подо поток,0.013254887075728318
мочь забывать,0.013254887075728318
догорать осина,0.013254887075728318
весь свет,0.013254887075728318
весь сердце,0.013254887075728318
женщина вино,0.013254887075728318
сестра осень,0.013254887075728318
верный друг,0.013254887075728318
вернуться родина,0.013254887075728318
край скала,0.013254887075728318
вечно молодой,0.013254887075728318
благодарствовать друг,0.013254887075728318
эмалевый стена,0.013254887075728318
колесо колесо,0.013254887075728318
мы насвистывать,0.013254887075728318
колено стоять,0.013254887075728318
край родной,0.013254887075728318
мир черный,0.013254887075728318
вечерний звезда,0.013254887075728318
поле куликовый,0.013254887075728318
вечный мир,0.013254887075728318
старший товарищ,0.013254887075728318
старый друг,0.013254887075728318
весь мир,0.013254887075728318
смерть становиться,0.013254887075728318
писать стих,0.013254887075728318
пустой город,0.013254887075728318
мы мать,0.013254887075728318
долина гора,0.013254887075728318
становиться петь,0.013254887075728318
журчать годавери,0.013254887075728318
жизнь это,0.013254887075728318
бить солдат,0.013254887075728318
покидать оставлять,0.013254887075728318
широкий лист,0.013254887075728318
тот песня,0.013254887075728318
тот ночь,0.013254887075728318
земля ложиться,0.013254887075728318
ты позабывать,0.013254887075728318
мы давать,0.013254887075728318
утро рано,0.013254887075728318
ты единый,0.013254887075728318
море гора,0.013254887075728318
погибший издалека,0.013254887075728318
мы лишь,0.013254887075728318
край край,0.013254887075728318
свет окошко,0.013254887075728318
едкий дым,0.013254887075728318
гореть бумага,0.013254887075728318
наш тень,0.013254887075728318
лист широкий,0.013254887075728318
глядеть окошко,0.013254887075728318
твой милый,0.013254887075728318
идти ночь,0.013254887075728318
родина мой,0.013254887075728318
лист банан,0.013254887075728318
глядеть все,0.013254887075728318
прежний день,0.013254887075728318
голубь лететь,0.013254887075728318
юноша бледный,0.013254887075728318
идти ты,0.013254887075728318
кто любить,0.013254887075728318
родной земля,0.013254887075728318
судьба ждать,0.013254887075728318
человек зверь,0.013254887075728318
час утро,0.013254887075728318
свой ребенок,0.013254887075728318
родной страна,0.013254887075728318
лететь нигде,0.013254887075728318
ответ прийти,0.013254887075728318
луч заря,0.013254887075728318
идти идти,0.013254887075728318
яма черный,0.013254887075728318
хотеть любить,0.013254887075728318
слегка погибший,0.013254887075728318
год граница,0.013254887075728318
бог свой,0.013254887075728318
талый вода,0.013254887075728318
поток играть,0.013254887075728318
говорить мы,0.013254887075728318
играть мы,0.013254887075728318
бог ради,0.013254887075728318
скала подо,0.013254887075728318
целый день,0.013254887075728318
целый ночь,0.013254887075728318
душа холодный,0.013254887075728318
открывать дверь,0.013254887075728318
обо все,0.013254887075728318
посочувствовать слегка,0.013254887075728318
ложиться водопад,0.013254887075728318
голова сломать,0.013254887075728318
кумир погибать,0.013254887075728318
отец сын,0.013254887075728318
твой воля,0.013254887075728318
странный гость,0.013254887075728318
твой голос,0.013254887075728318
часы стучать,0.013254887075728318
лишь один,0.013254887075728318
свой судьба,0.013254887075728318
ночь спать,0.013254887075728318
ночь плечо,0.013254887075728318
знать это,0.013254887075728318
свой сон,0.013254887075728318
друг свой,0.013254887075728318
стоять дорога,0.013254887075728318
напоминать сегодня,0.013254887075728318
ночь соловей,0.013254887075728318
рождаться вновь,0.013254887075728318
лесной ручей,0.013254887075728318
ль судьба,0.013254887075728318
сниться мочь,0.008836591383818879
сниться крейсер,0.008836591383818879
камень надпись,0.008836591383818879
ветер дуть,0.008836591383818879
цепь парить,0.008836591383818879
наш полный,0.008836591383818879
сниться постоянно,0.008836591383818879
ветер дыхание,0.008836591383818879
чаша свет,0.008836591383818879
наш память,0.008836591383818879
душистый ночь,0.008836591383818879
московский окно,0.008836591383818879
ветер былинка,0.008836591383818879
ветер бушевать,0.008836591383818879
душистый невозвратимый,0.008836591383818879
брат сестра,0.008836591383818879
пылать лицо,0.008836591383818879
камень гора,0.008836591383818879
петь влюбленный,0.008836591383818879
камень голый,0.008836591383818879
снежный гора,0.008836591383818879
весь это,0.008836591383818879
весь умывать,0.008836591383818879
зыбь песок,0.008836591383818879
разворашивать змеиный,0.008836591383818879
камешек гадать,0.008836591383818879
длань вынимать,0.008836591383818879
ветер степь,0.008836591383818879
солнце луч,0.008836591383818879
бояться повстречать,0.008836591383818879
наш сплетать,0.008836591383818879
ветка быть,0.008836591383818879
морской волна,0.008836591383818879
умирать счастие,0.008836591383818879
рождаться ребенок,0.008836591383818879
умирать умирать,0.008836591383818879
морской пучина,0.008836591383818879
снова мимо,0.008836591383818879
моряк какой,0.008836591383818879
отблеск луна,0.008836591383818879
умолять господин,0.008836591383818879
пылинка окрылять,0.008836591383818879
москва тихий,0.008836591383818879
снова дорогой,0.008836591383818879
наш совет,0.008836591383818879
наш слово,0.008836591383818879
москва ершалаим,0.008836591383818879
мой смешной,0.008836591383818879
умывать весенний,0.008836591383818879
пленник язык,0.008836591383818879
петь соловей,0.008836591383818879
род людской,0.008836591383818879
снова вместе,0.008836591383818879
зыбкий глядеть,0.008836591383818879
чей барак,0.008836591383818879
бокал черт,0.008836591383818879
дно пятнить,0.008836591383818879
бок помять,0.008836591383818879
откровение слово,0.008836591383818879
скупой газетный,0.008836591383818879
песок песок,0.008836591383818879
душа судьба,0.008836591383818879
солнце пустыня,0.008836591383818879
солнце садиться,0.008836591383818879
весь век,0.008836591383818879
душа стремиться,0.008836591383818879
мочь темный,0.008836591383818879
наш встреча,0.008836591383818879
весь брызги,0.008836591383818879
весь блестка,0.008836591383818879
снег ложиться,0.008836591383818879
снег душа,0.008836591383818879
наш время,0.008836591383818879
цекуба это,0.008836591383818879
доводиться свершаться,0.008836591383818879
песня стих,0.008836591383818879
снег весна,0.008836591383818879
душа солнце,0.008836591383818879
вести вихор,0.008836591383818879
душа слово,0.008836591383818879
песня путь,0.008836591383818879
догорать закатный,0.008836591383818879
слава дань,0.008836591383818879
небо это,0.008836591383818879
снасть москва,0.008836591383818879
весна свой,0.008836591383818879
какой наивный,0.008836591383818879
смятение стирать,0.008836591383818879
начинаться тот,0.008836591383818879
весь вселенная,0.008836591383818879
мочь случаться,0.008836591383818879
разделять путь,0.008836591383818879
пыл страсть,0.008836591383818879
наш тихий,0.008836591383818879
наш история,0.008836591383818879
весь род,0.008836591383818879
единство мир,0.008836591383818879
мочь любовь,0.008836591383818879
открывать лепесток,0.008836591383818879
наш жизнь,0.008836591383818879
каменный кожа,0.008836591383818879
единый бог,0.008836591383818879
душа тревога,0.008836591383818879
бок бок,0.008836591383818879
плес два,0.008836591383818879
мочь никак,0.008836591383818879
каменный груда,0.008836591383818879
песок сухой,0.008836591383818879
песчаный холм,0.008836591383818879
небо черный,0.008836591383818879
наш дом,0.008836591383818879
добрый весть,0.008836591383818879
песочный часы,0.008836591383818879
мочь рождаться,0.008836591383818879
весь зло,0.008836591383818879
весь земля,0.008836591383818879
добрый вечер,0.008836591383818879
наш дело,0.008836591383818879
целовать мой,0.008836591383818879
весь душа,0.008836591383818879
весь день,0.008836591383818879
ветка живой,0.008836591383818879
печаль печаль,0.008836591383818879
ветка клен,0.008836591383818879
пятнить белесый,0.008836591383818879
пьяный румяный,0.008836591383818879
плакать плакать,0.008836591383818879
день торжество,0.008836591383818879
уключина ждать,0.008836591383818879
часто огонь,0.008836591383818879
больной мотылек,0.008836591383818879
скомкивать облако,0.008836591383818879
день нести,0.008836591383818879
кашлять постель,0.008836591383818879
большой искусство,0.008836591383818879
день наш,0.008836591383818879
взгляд древний,0.008836591383818879
молодой земля,0.008836591383818879
плакать береза,0.008836591383818879
часто очень,0.008836591383818879
мокрый снег,0.008836591383818879
день юность,0.008836591383818879
дервиш безмолвно,0.008836591383818879
большой наука,0.008836591383818879
сокровище потерять,0.008836591383818879
платье яркий,0.008836591383818879
дыхание океанский,0.008836591383818879
качели сердце,0.008836591383818879
украшать сад,0.008836591383818879
сок березовый,0.008836591383818879
веять нежный,0.008836591383818879
дерево ствол,0.008836591383818879
письмо письмо,0.008836591383818879
день такой,0.008836591383818879
день счастие,0.008836591383818879
печаль петь,0.008836591383818879
вздыбиться скала,0.008836591383818879
небо синий,0.008836591383818879
чаша влага,0.008836591383818879
соленый пена,0.008836591383818879
планета сиять,0.008836591383818879
небо прояснять,0.008836591383818879
сколько ждать,0.008836591383818879
день песня,0.008836591383818879
пышно расцветать,0.008836591383818879
золотистый апельсин,0.008836591383818879
золотиться пустынный,0.008836591383818879
узкий застыть,0.008836591383818879
день последний,0.008836591383818879
узнавать верно,0.008836591383818879
день прозрачный,0.008836591383818879
чаша страдание,0.008836591383818879
небо неистовствовать,0.008836591383818879
пышный цветок,0.008836591383818879
день проходить,0.008836591383818879
сколько рука,0.008836591383818879
дьявол маленький,0.008836591383818879
платить часто,0.008836591383818879
узнавать золотиться,0.008836591383818879
узнавать милый,0.008836591383818879
пламень дощатый,0.008836591383818879
молиться неземной,0.008836591383818879
узнавать понимать,0.008836591383818879
солдат поле,0.008836591383818879
больничный сад,0.008836591383818879
созерцать незримый,0.008836591383818879
уезжать забывать,0.008836591383818879
письмо идти,0.008836591383818879
наш честь,0.008836591383818879
вечерний свет,0.008836591383818879
ради правда,0.008836591383818879
дымка алый,0.008836591383818879
какой корабль,0.008836591383818879
небесный вышина,0.008836591383818879
день затмение,0.008836591383818879
зрачок конец,0.008836591383818879
детство мой,0.008836591383818879
болото болото,0.008836591383818879
едва лишь,0.008836591383818879
босой бродить,0.008836591383818879
чай вечерний,0.008836591383818879
ум сад,0.008836591383818879
едва смочь,0.008836591383818879
улетать оставлять,0.008836591383818879
радостный пьяный,0.008836591383818879
радостный сон,0.008836591383818879
вечер огонь,0.008836591383818879
море мертвый,0.008836591383818879
отец мать,0.008836591383818879
вечер вечер,0.008836591383818879
солнце играть,0.008836591383818879
собака костер,0.008836591383818879
снова старый,0.008836591383818879
дивный встреча,0.008836591383818879
раевский вера,0.008836591383818879
мой судьба,0.008836591383818879
зной палить,0.008836591383818879
вечерний тень,0.008836591383818879
детский комната,0.008836591383818879
вечно вечно,0.008836591383818879
золоченый стремя,0.008836591383818879
день мой,0.008836591383818879
улетать раненый,0.008836591383818879
молчание ночь,0.008836591383818879
улица имя,0.008836591383818879
вешний лист,0.008836591383818879
час прийти,0.008836591383818879
улица полный,0.008836591383818879
небо выливать,0.008836591383818879
пыль потертый,0.008836591383818879
молчать дома,0.008836591383818879
касаться твой,0.008836591383818879
день идти,0.008836591383818879
писать дышать,0.008836591383818879
молчать молчать,0.008836591383818879
касаться луч,0.008836591383818879
час каждый,0.008836591383818879
небо вечер,0.008836591383818879
улыбаться призрак,0.008836591383818879
советский старина,0.008836591383818879
картинка париж,0.008836591383818879
час ветер,0.008836591383818879
совесть честь,0.008836591383818879
пилат лунный,0.008836591383818879
вечно палить,0.008836591383818879
кирка лопата,0.008836591383818879
чары волхв,0.008836591383818879
отдаваться мечта,0.008836591383818879
море ветер,0.008836591383818879
цветок трава,0.008836591383818879
песня мой,0.008836591383818879
дорогой крутой,0.008836591383818879
навсегда навсегда,0.008836591383818879
искать свобода,0.008836591383818879
отчизна свой,0.008836591383818879
храм венера,0.008836591383818879
дорожный посох,0.008836591383818879
рассекать скала,0.008836591383818879
река свет,0.008836591383818879
дуга разрезать,0.008836591383818879
река стеклить,0.008836591383818879
пахнуть лето,0.008836591383818879
смахивать снег,0.008836591383818879
век каждый,0.008836591383818879
насвистывать город,0.008836591383818879
искусство разный,0.008836591383818879
слышать стон,0.008836591383818879
бывало полудетский,0.008836591383818879
слышать слово,0.008836591383818879
слышать вздох,0.008836591383818879
искать весь,0.008836591383818879
фридман михаил,0.008836591383818879
хотя слово,0.008836591383818879
иосиф саак,0.008836591383818879
случаться милый,0.008836591383818879
ох знать,0.008836591383818879
хотеться провоцировать,0.008836591383818879
растерянно виться,0.008836591383818879
былинка озарять,0.008836591383818879
вдоль берег,0.008836591383818879
надежда новый,0.008836591383818879
хата серый,0.008836591383818879
дощатый келья,0.008836591383818879
флора уходить,0.008836591383818879
певец мой,0.008836591383818879
парк дворец,0.008836591383818879
смерть мой,0.008836591383818879
смерть враг,0.008836591383818879
дорога глухой,0.008836591383818879
истаивать понемногу,0.008836591383818879
хребет голова,0.008836591383818879
мысль сильный,0.008836591383818879
распахнуть окно,0.008836591383818879
оттепель революция,0.008836591383818879
флегетон свод,0.008836591383818879
пепельный тень,0.008836591383818879
наставать день,0.008836591383818879
великолепный небылица,0.008836591383818879
плескать волна,0.008836591383818879
думать старушка,0.008836591383818879
первый запевать,0.008836591383818879
дорога дорога,0.008836591383818879
идти рыбачить,0.008836591383818879
смертный час,0.008836591383818879
буря жизнь,0.008836591383818879
веко никто,0.008836591383818879
феликсович нравиться,0.008836591383818879
буря облако,0.008836591383818879
век усталый,0.008836591383818879
дорога океан,0.008836591383818879
религия придумывать,0.008836591383818879
исполнять свобода,0.008836591383818879
сменяться череда,0.008836591383818879
сменять полька,0.008836591383818879
религия каждый,0.008836591383818879
пена белый,0.008836591383818879
рассвет все,0.008836591383818879
набухать почка,0.008836591383818879
другой этот,0.008836591383818879
хотеть хотеть,0.008836591383818879
песня лепетать,0.008836591383818879
напрасно жить,0.008836591383818879
ребенок кашлять,0.008836591383818879
палить догорать,0.008836591383818879
хороший твой,0.008836591383818879
друг враг,0.008836591383818879
друг ходить,0.008836591383818879
вал вал,0.008836591383818879
друг верный,0.008836591383818879
дрожать конь,0.008836591383818879
друг бывало,0.008836591383818879
слово любовь,0.008836591383818879
друг беда,0.008836591383818879
революция талый,0.008836591383818879
слово ответ,0.008836591383818879
назло все,0.008836591383818879
вадимович гацкославацкий,0.008836591383818879
холм наш,0.008836591383818879
словно искать,0.008836591383818879
хороший день,0.008836591383818879
быть крупный,0.008836591383818879
слово дело,0.008836591383818879
ваагн мугнецян,0.008836591383818879
ребенок нежный,0.008836591383818879
ребята друг,0.008836591383818879
падать земля,0.008836591383818879
быть ночь,0.008836591383818879
изпод слово,0.008836591383818879
друг любовь,0.008836591383818879
написать дорогой,0.008836591383818879
изувечивать война,0.008836591383818879
наперекор компьютерный,0.008836591383818879
наперекор все,0.008836591383818879
редеть сквер,0.008836591383818879
словацкий городок,0.008836591383818879
драгоценный корона,0.008836591383818879
изживать опостылеть,0.008836591383818879
изза кулиса,0.008836591383818879
древний терпкость,0.008836591383818879
сливать заря,0.008836591383818879
надоедать рисовать,0.008836591383818879
иной брег,0.008836591383818879
вдали вблизи,0.008836591383818879
надеяться оттепель,0.008836591383818879
рдеть жизнь,0.008836591383818879
быль узнавать,0.008836591383818879
вдали россия,0.008836591383818879
хотеть сказать,0.008836591383818879
народ мир,0.008836591383818879
служить моряк,0.008836591383818879
хотеть ты,0.008836591383818879
вверх сверху,0.008836591383818879
вблизи душа,0.008836591383818879
надпись шпага,0.008836591383818879
надрывчатый смешок,0.008836591383818879
имя прекрасный,0.008836591383818879
очень веселый,0.008836591383818879
быстрый река,0.008836591383818879
хлеб насущный,0.008836591383818879
напролет сводить,0.008836591383818879
слово свет,0.008836591383818879
словацкий ветер,0.008836591383818879
дремучий лес,0.008836591383818879
имя мой,0.008836591383818879
дрогнуть рука,0.008836591383818879
хлестать горло,0.008836591383818879
память обо,0.008836591383818879
хмель время,0.008836591383818879
бумага это,0.008836591383818879
величие мир,0.008836591383818879
учить бок,0.008836591383818879
смотреть останавливаться,0.008836591383818879
смотреть гореть,0.008836591383818879
каждый женщина,0.008836591383818879
душа многострунный,0.008836591383818879
мучительный дар,0.008836591383818879
верста семьдесят,0.008836591383818879
каждый мечтать,0.008836591383818879
начало май,0.008836591383818879
каждый стратег,0.008836591383818879
разум вести,0.008836591383818879
каждый наступать,0.008836591383818879
каждый поразный,0.008836591383818879
душа нега,0.008836591383818879
мука страдание,0.008836591383818879
мука свой,0.008836591383818879
бродить тропка,0.008836591383818879
смотреть все,0.008836591383818879
должный знать,0.008836591383818879
мучить мучить,0.008836591383818879
переулок ершалаим,0.008836591383818879
смотреть вниз,0.008836591383818879
душа лес,0.008836591383818879
находить покой,0.008836591383818879
переставать река,0.008836591383818879
находить друг,0.008836591383818879
бросать мир,0.008836591383818879
вернуться назад,0.008836591383818879
мы безумный,0.008836591383818879
мы берег,0.008836591383818879
рай твой,0.008836591383818879
мы бояться,0.008836591383818879
находить берлога,0.008836591383818879
играть золотой,0.008836591383818879
долгий стук,0.008836591383818879
мы хватить,0.008836591383818879
казенный постель,0.008836591383818879
быть ребенок,0.008836591383818879
разный прелесть,0.008836591383818879
веселый человек,0.008836591383818879
дождь редеть,0.008836591383818879
весенний гром,0.008836591383818879
игра великолепный,0.008836591383818879
песнь слышный,0.008836591383818879
каждый хотеться,0.008836591383818879
весенний ливень,0.008836591383818879
песня волна,0.008836591383818879
песня дева,0.008836591383818879
песня забывать,0.008836591383818879
начинаться день,0.008836591383818879
какой буря,0.008836591383818879
цветок такой,0.008836591383818879
смочь спасать,0.008836591383818879
казарма парк,0.008836591383818879
разный человек,0.008836591383818879
усталость взгляд,0.008836591383818879
музей город,0.008836591383818879
долгий вечер,0.008836591383818879
разрезать овал,0.008836591383818879
музыка музыка,0.008836591383818879
разрешать сегодня,0.008836591383818879
начинать тьма,0.008836591383818879
начинать сорвать,0.008836591383818879
бровь омут,0.008836591383818879
рисовать птица,0.008836591383818879
мука вечно,0.008836591383818879
душа помнить,0.008836591383818879
бродить бабий,0.008836591383818879
душа весь,0.008836591383818879
душа быть,0.008836591383818879
утро вставать,0.008836591383818879
ранний утро,0.008836591383818879
дом старинный,0.008836591383818879
дом спаться,0.008836591383818879
хрустнуть штукатурка,0.008836591383818879
отсвет гореть,0.008836591383818879
дом сказать,0.008836591383818879
вера прошлое,0.008836591383818879
мы оставаться,0.008836591383818879
идти берег,0.008836591383818879
раненый птичка,0.008836591383818879
наступать тотальный,0.008836591383818879
мы небо,0.008836591383818879
идти жизнь,0.008836591383818879
идти еще,0.008836591383818879
будущее осенний,0.008836591383818879
след обломок,0.008836591383818879
уходить пусть,0.008836591383818879
дом стоять,0.008836591383818879
мы проплывать,0.008836591383818879
исчезать след,0.008836591383818879
рано рано,0.008836591383818879
дом хирург,0.008836591383818879
хрустальный чаша,0.008836591383818879
дома белый,0.008836591383818879
источник текст,0.008836591383818879
наступать весна,0.008836591383818879
первый отрекаться,0.008836591383818879
смерть словно,0.008836591383818879
венец твой,0.008836591383818879
первый крик,0.008836591383818879
мы улыбаться,0.008836591383818879
учительница первый,0.008836591383818879
идти дом,0.008836591383818879
отрекаться скандалить,0.008836591383818879
уходить друг,0.008836591383818879
мы жить,0.008836591383818879
долина сделать,0.008836591383818879
идти библиотека,0.008836591383818879
смиряться покорствовать,0.008836591383818879
верно узнавать,0.008836591383818879
утро лучистый,0.008836591383818879
научаться обходиться,0.008836591383818879
верно глубоко,0.008836591383818879
смеяться плакать,0.008836591383818879
царство тьма,0.008836591383818879
царство белый,0.008836591383818879
царственный порог,0.008836591383818879
брызги пена,0.008836591383818879
доля такой,0.008836591383818879
наука разный,0.008836591383818879
дух святый,0.008836591383818879
уходить дождь,0.008836591383818879
утро увидеть,0.008836591383818879
смешок ставить,0.008836591383818879
верить наш,0.008836591383818879
дом дом,0.008836591383818879
верить любовь,0.008836591383818879
верить жизнь,0.008836591383818879
мы каждый,0.008836591383818879
ухо шептать,0.008836591383818879
верить греза,0.008836591383818879
верить выходить,0.008836591383818879
смешной библиотека,0.008836591383818879
дух повеять,0.008836591383818879
идти восток,0.008836591383818879
верига каждый,0.008836591383818879
донна анна,0.008836591383818879
ложиться скала,0.008836591383818879
день волна,0.008836591383818879
темный туча,0.008836591383818879
гореть мой,0.008836591383818879
понимать почувствовать,0.008836591383818879
гореть закат,0.008836591383818879
любить мечтать,0.008836591383818879
понимать тот,0.008836591383818879
любить знать,0.008836591383818879
всемирный разум,0.008836591383818879
стонать волна,0.008836591383818879
темный тень,0.008836591383818879
приносить тот,0.008836591383818879
любить весь,0.008836591383818879
попадать сколько,0.008836591383818879
темный овраг,0.008836591383818879
приходить пепелище,0.008836591383818879
темный дебри,0.008836591383818879
любимый мечта,0.008836591383818879
любимый звать,0.008836591383818879
крупный быть,0.008836591383818879
все это,0.008836591383818879
гореть нотрдам,0.008836591383818879
понимать обнимать,0.008836591383818879
столько помнить,0.008836591383818879
все любить,0.008836591383818879
любить этот,0.008836591383818879
понемногу изживать,0.008836591383818879
любить уходить,0.008836591383818879
поникать голова,0.008836591383818879
любить твой,0.008836591383818879
горечь багряный,0.008836591383818879
любить старина,0.008836591383818879
любить спешить,0.008836591383818879
тень подобный,0.008836591383818879
понимать девушка,0.008836591383818879
понимать друг,0.008836591383818879
гореть свеча,0.008836591383818879
